,posts,token
403,"#情侣同居房租该不该AA制#

同居前需要说清楚这些事情，我是比较倾向于两个人共同出一定比例的钱到一张卡里，生活必需品就用卡里的钱，至于比例根据两个人实际情况商量着来就好","# 情侣 同居 房租 该不该 不该 AA 制 #

 同居 前 需要 要说 清楚 这些 事情   我 是 比较 倾向 于 两个 个人 共同 同出 一定 比例 的 钱 到 一张 卡里   生活 生活必需 生活必需品 必需 必需品 就 用 卡里 的 钱   至于 比例 根据 两个 个人 实际 情况 商量 着 来 就 好"
404,"#情侣同居房租该不该AA制#男女朋友之间是否AA 其实看两个人的习惯了 也可以刚开始AA 随着关系的增进 改变成不是AA的状态 这没有一定的定数
这只是我个人的观点","# 情侣 同居 房租 该不该 不该 AA 制 # 男女 男女朋友 女朋友 朋友 之间 是否 AA  其实 看 两个 个人 的 习惯 了   也 可以 刚 开始 AA  随着 关系 的 增进   改变 变成 不是 AA 的 状态   这 没有 一定 的 定数 
 这 只是 我 个人 的 观点"
405,#防骗警报器# 【民警提示：预防电信诈骗谨记“六个一律”】“六个一律”：接到陌生电话，只要谈到银行卡，一律挂掉；谈到中奖，一律挂掉；谈到“电话转接公安局、法院”，一律挂掉；所有短信，但凡让点击链接的，一律删掉；微信里不认识的人发来链接，一律不点；一提到“安全账户”的，一律是诈骗。 ...全文,# 防 骗 警报 警报器 #   民警 提示   预防 电信 诈骗 谨记   六个 一律     六个 一律    接到 陌生 电话   只要 谈到 银行 银行卡   一律 挂掉   谈到 中奖   一律 挂掉   谈到   电话 转接 公安 公安局   法院    一律 挂掉   所有 短信   但凡 让 点击 链接 的   一律 删掉   微 信里 不 认识 的 人 发来 链接   一律 不点   一 提到   安全 账户   的   一律 是 诈骗       全文
406,#情侣同居房租该不该AA制#？都不审题的吗……,# 情侣 同居 房租 该不该 不该 AA 制 #  都 不 审题 的 吗   
407,#情侣同居房租该不该AA制#@青春岁月为了狗 感谢你这么多年养着我没收我房租还给我钱花,# 情侣 同居 房租 该不该 不该 AA 制 #  青春 青春岁月 岁月 为了 狗   感谢 你 这么 多年 养 着 我 没收 我 房租 还给 我 钱 花
408,#情侣同居房租该不该AA制#不该，什么都不该AA制。,# 情侣 同居 房租 该不该 不该 AA 制 # 不该   什么 都 不该 AA 制  
409,#情侣同居房租该不该AA制#真是一个很搞笑的问题为什么情侣总会跟AA放在一起成为个话题？真的想不明白怎么A得起来？炮友么？？ 合肥·雏菊苑,# 情侣 同居 房租 该不该 不该 AA 制 # 真是 一个 很 搞笑 的 问题 题为 为什么 什么 情侣 总会 跟 AA 放在 一起 成为 个 话题   真的 想 不明 明白 怎么 A 得 起来   炮 友 么     合肥   雏菊 苑
410,#情侣同居房租该不该AA制#最好的爱情就是 觉得对方像猪 却还是怕他被别人抢走,# 情侣 同居 房租 该不该 不该 AA 制 # 最好 的 爱情 就是   觉得 对方 像 猪   却 还是 怕 他 被 别人 抢走
411,咋的自己付钱给男人做保姆？#情侣同居房租该不该AA制#,咋 的 自己 付钱 给 男人 做 保姆  # 情侣 同居 房租 该不该 不该 AA 制 #
412,#情侣同居房租该不该AA制#凡是跟爱情有关的事儿，没有应不应该，只有愿不愿意,# 情侣 同居 房租 该不该 不该 AA 制 # 凡是 跟 爱情 有关 的 事儿   没有 应不应该 不应 应该   只有 愿不愿 愿不愿意 愿意
413,"#情侣同居房租该不该AA制#这还用讨论嘛！有个情侣就不错了，之前没想谈恋爱因为不想被管住，昨晚出去土嗨，今天早上醒来我想了，我他么竟然抱着马桶在卫生间睡了一夜这个酸爽
问一嘴奥，有没有小姐姐想收了我的，我愿意！！！","# 情侣 同居 房租 该不该 不该 AA 制 # 这 还用 讨论 嘛   有 个 情侣 就 不错 了   之前 没想 谈恋爱 恋爱 因为 不想 被 管住   昨晚 出去 土 嗨   今天 早上 醒来 我 想 了   我 他 么 竟然 抱 着 马桶 在 卫生 卫生间 睡 了 一夜 这个 酸 爽 
 问 一 嘴 奥   有没有 没有 小姐 小姐姐 姐姐 想 收 了 我 的   我 愿意    "
414,#情侣同居房租该不该AA制#我家大林真的是好苦一男的，家里大大小小的支出全靠他自己，半年来没说过一句，还经常被我欺负，被我乱花钱气到肚子疼,# 情侣 同居 房租 该不该 不该 AA 制 # 我家 大林 真的 是 好 苦 一 男 的   家里 大大 大大小小 大小 小小 小小的 支出 全 靠 他 自己   半年 年来 没 说 过 一句   还 经常 被 我 欺负   被 我 乱花 乱花钱 花钱 气 到 肚子 肚子疼
415,"#情侣同居房租该不该AA制#

正式同居前没沟通好?
如果严格AA制请按照房租，家务，家用，旅游，性生活用品，男子结扎和后面复通的费用等等","# 情侣 同居 房租 该不该 不该 AA 制 #

 正式 同居 前 没 沟通 通好  
 如果 严格 AA 制 请 按照 房租   家务   家用   旅游   性生活 生活 生活用品 活用 用品   男子 结扎 和 后面 复通 的 费用 等等"
416,"#情侣同居房租该不该AA制#
AA这个问题，无论是双方谁提出，我都觉得正常。不要认为是对方不爱你，不舍得为你花钱，既然你们能接受一起生活，就是彼此有爱的。日常生活中AA，让双方都更有尊严，经济独立也能给感情保鲜，不会因为感情中一方依赖另一方让感情出现危机。有危言耸听的嫌疑，拿本人来说，我 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
AA 这个 问题   无论 无论是 双方 谁 提出   我 都 觉得 正常   不要 认为 是 对方 不 爱 你   不 舍得 为 你 花钱   既然 你们 能 接受 一起 生活   就是 彼此 有 爱 的   日常 日常生活 常生 生活 中 AA  让 双方 都 更 有 尊严   经济 独立 也 能 给 感情 保鲜   不会 因为 感情 中 一方 依赖 另一方 一方 让 感情 出现 危机   有 危言 危言耸听 耸听 的 嫌疑   拿 本人 来说   我      全文"
417,你认为#情侣同居房租该不该AA制#？ 早安-晚安-句子的微博投票,你 认为 # 情侣 同居 房租 该不该 不该 AA 制 #   早安   晚安   句子 的 微 博 投票
418,#情侣同居房租该不该AA制#我觉得两个人决定在一起就没必要计较这些，谁付都一样，前提是这个男孩值得我去付出，两个人在一起最好的相处模式的是，男人敢承担，女孩敢分担,# 情侣 同居 房租 该不该 不该 AA 制 # 我 觉得 两个 个人 决定 在 一起 就 没 必要 计较 这些   谁 付 都 一样   前提 是 这个 男孩 值得 我 去 付出   两个 个人 在 一起 最好 的 相处 模式 的 是   男人 敢 承担   女孩 敢 分担
419,"你们对AA制可能有误解，其实男孩出房租，女生可以负责家里的生活费和水电煤等等杂费。

#情侣同居房租该不该AA制# 失恋分手挽回帮的微博视频","你们 对 AA 制 可能 有误 误解   其实 男孩 出 房租   女生 可以 负责 家里 的 生活 生活费 和 水电 煤 等等 杂费  

# 情侣 同居 房租 该不该 不该 AA 制 #  失恋 分手 挽回 帮 的 微 博 视频"
420,#情侣同居房租该不该AA制# 暴走趣闻的微博投票,# 情侣 同居 房租 该不该 不该 AA 制 #  暴走 趣闻 的 微 博 投票
421,你认为#情侣同居房租该不该AA制#？ 新浪新闻品牌官的微博投票,你 认为 # 情侣 同居 房租 该不该 不该 AA 制 #   新浪 新闻 品牌 官 的 微 博 投票
422,"其实情侣同居，不就是为了找到两个人在一起过日子的感觉吗，也为了能在往后真正一起生活的时候更得心应手。

那婚后两个人住在一起，也是要AA吗？当然不啊。

我有个不错的建议，给准备同居，或者正在同居的小情侣们。你们各拿出一部分钱，可以是一两千，或者更多，作为公用。这部分钱用来承担你们的房 ...全文","其实 实情 情侣 同居   不 就是 为了 找到 两个 个人 在 一起 过日子 日子 的 感觉 吗   也 为了 能 在 往后 真正 一起 生活 的 时候 更 得心应手 应手  

 那 婚后 两个 个人 住在一起 一起   也 是 要 AA 吗   当然 不 啊  

 我 有 个 不错 的 建议   给 准备 同居   或者 正在 同居 的 小 情侣 们   你们 各 拿出 一部 一部分 部分 分钱   可以 以是 一两 一两千 两千   或者 更多   作为 公用   这部 这部分 部分 分钱 用来 承担 你们 的 房      全文"
423,#情侣同居房租该不该AA制#？大家一起来说说！ （via.斑马信条）深圳 #深圳生活#深圳超话,# 情侣 同居 房租 该不该 不该 AA 制 #  大家 一起 起来 来说 说    via  斑马 信条   深圳  # 深圳 生活 # 深圳 超 话
424,#情侣同居房租该不该AA制#？大家一起来说说！ （via.斑马信条）重庆 #重庆生活#重庆超话,# 情侣 同居 房租 该不该 不该 AA 制 #  大家 一起 起来 来说 说    via  斑马 信条   重庆  # 重庆 庆生 生活 # 重庆 超 话
425,#情侣同居房租该不该AA制#？大家一起来说说！ （via.斑马信条）上海 #广州生活#广州超话,# 情侣 同居 房租 该不该 不该 AA 制 #  大家 一起 起来 来说 说    via  斑马 信条   上海  # 广州 生活 # 广州 超 话
426,"我一直觉得如果有机会
我应该是个合格的恋人
温柔大方善解人意之类的
但是一不小心太喜欢你了所以一切搞砸了
我成了幼稚又小心眼嫉妒心爆棚的讨厌鬼

#情侣同居房租该不该AA制#","我 一直 直觉 觉得 如果 有机 机会 
 我 应该 该是 个 合格 的 恋人 
 温柔 大方 善解 善解人意 解人 人意 之类 的 
 但是 一不小心 不小 小心 太 喜欢 你 了 所以 一切 搞砸 了 
 我 成 了 幼稚 又 小心 小心眼 心眼 嫉妒 嫉妒心 爆棚 的 讨厌 讨厌鬼 

# 情侣 同居 房租 该不该 不该 AA 制 #"
427,#情侣同居房租该不该aa制# 一起努力奋斗，才能创造美好幸福生活呀~,# 情侣 同居 房租 该不该 不该 aa 制 #  一起 努力 努力奋斗 奋斗   才能 创造 美好 美好幸福 幸福 幸福生活 生活 呀  
428,#情侣同居房租该不该aa制#一个人负责房租一个人负责生活，两人互相配合着过日子不就好了，不要计较一些小事情，因为会变成大矛盾。还有就是结婚前不建议同居，除非见过家长订婚过的。,# 情侣 同居 房租 该不该 不该 aa 制 # 一个 个人 负责 房租 一个 个人 负责 生活   两 人 互相 互相配合 相配 相配合 配合 着 过日子 日子 不 就 好 了   不要 计较 一些 些小 小事 事情   因为 会 变成 成大 矛盾   还有 就是 结婚 婚前 不 建议 同居   除非 见 过 家长 订婚 过 的  
429,#情侣同居房租该不该AA制#？大家一起来说说！ （via.斑马信条）上海 #上海生活#上海超话,# 情侣 同居 房租 该不该 不该 AA 制 #  大家 一起 起来 来说 说    via  斑马 信条   上海  # 上海 海生 生活 # 上海 超 话
430,#情侣同居房租该不该AA制# ，对于“情侣同居，房租该不该AA”这个问题，一直以来都是众说纷纭，支持的呼声很高，反对的声音也不小。你怎么看？ 新浪科技的微博投票,# 情侣 同居 房租 该不该 不该 AA 制 #   对于   情侣 同居   房租 该不该 不该 AA  这个 问题   一直 以来 都 是 众说纷纭 纷纭   支持 的 呼声 很 高   反对 的 声音 也 不小   你 怎么 看    新浪 科技 的 微 博 投票
431,"希望他最后娶一个像我一样的女孩
这样他就能一直记住我
又害怕他最后会娶一个像我一样的女孩
如果像我 为什么不是我

#情侣同居房租该不该AA制#","希望 他 最后 娶 一个 像 我 一样 的 女孩 
 这样 他 就 能 一直 记住 我 
 又 害怕 他 最后 后会 娶 一个 像 我 一样 的 女孩 
 如果 像 我   为什么 什么 不是 我 

# 情侣 同居 房租 该不该 不该 AA 制 #"
432,"#情侣同居房租该不该AA制# 很多人说不AA就是拜金，但我想说，其实很多女孩并没有那么拜金，所谓的AA也好同甘共苦也罢，她们都能理解，支持，但是女生的潜在想法你真的了解吗？归结于一句话就是：

我愿意陪你吃苦奋斗，但你不能不顾及我的感受。 凯紫的微博视频","# 情侣 同居 房租 该不该 不该 AA 制 #  很多 人 说 不 AA 就是 拜金   但 我 想 说   其实 很多 女孩 并 没有 那么 拜金   所谓 的 AA 也好 同甘 同甘共苦 共苦 也罢   她们 都 能 理解   支持   但是 女生 的 潜在 想法 你 真的 了解 吗   归结 于 一句 话 就是  

 我 愿意 陪 你 吃苦 奋斗   但 你 不能 不能不 不顾 顾及 我 的 感受    凯 紫 的 微 博 视频"
433,#情侣同居房租该不该AA制#大家觉得情侣同居房租应该AA制吗？ 南京头条的微博投票,# 情侣 同居 房租 该不该 不该 AA 制 # 大家 觉得 情侣 同居 房租 应该 AA 制 吗    南京 头条 的 微 博 投票
434,#情侣同居房租该不该aa制# 【AA制尴尬伤感情?那轮流买单了解一下 ！】这一直都是困扰人们的问题，尤其是对男生而言，男生不主动买单不抢着付钱好像是对女孩的不重视？有什么办法不让AA那么尴尬呢？ 戳视频??视知TV的微博视频,# 情侣 同居 房租 该不该 不该 aa 制 #  AA 制 尴尬 伤感 伤感情 感情   那 轮流 买单 了解 一下     这 一直 都 是 困扰 扰人 人们 的 问题   尤其 是 对 男生 而言   男生 不 主动 买单 不 抢 着 付钱 好像 像是 对 女孩 的 不重 重视   有 什么 办法 不让 AA 那么 尴尬 呢    戳 视频    视 知 TV 的 微 博 视频
